Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
92, 16.145822525024414, 16.502334594726562 +/- 0.6263333559036255, 1.1197822093963623 +/- 0.05864579230546951, 2.720036268234253 +/- 0.1638936996459961, 1.0471973419189453 +/- 0.0, 0.9205924272537231 +/- 0.012885922566056252, 7.749258995056152 +/- 0.008103900589048862, 1.7096679210662842
93, 15.831133842468262, 16.427528381347656 +/- 0.6670385599136353, 1.1144968271255493 +/- 0.06530294567346573, 2.7049665451049805 +/- 0.14515803754329681, 1.0471973419189453 +/- 0.0, 0.9216067790985107 +/- 0.013569286093115807, 7.778522491455078 +/- 0.0068694003857672215, 1.707650899887085
94, 15.803849220275879, 16.205041885375977 +/- 0.5512589812278748, 1.100921869277954 +/- 0.05560106411576271, 2.6182339191436768 +/- 0.11435229331254959, 1.0471973419189453 +/- 0.0, 0.9218305945396423 +/- 0.010657292790710926, 7.820751190185547 +/- 0.01842254213988781, 1.7074494361877441
95, 15.917570114135742, 16.104724884033203 +/- 0.5893251895904541, 1.092186450958252 +/- 0.05762965977191925, 2.610262870788574 +/- 0.15111084282398224, 1.0471973419189453 +/- 0.0, 0.9228535890579224 +/- 0.011097255162894726, 7.860500812530518 +/- 0.007709397003054619, 1.7079353332519531
96, 15.85941219329834, 16.021995544433594 +/- 0.5703060030937195, 1.087691307067871 +/- 0.05765826255083084, 2.5662331581115723 +/- 0.12900015711784363, 1.0471973419189453 +/- 0.0, 0.9230382442474365 +/- 0.011554133147001266, 7.89276123046875 +/- 0.010069641284644604, 1.7073018550872803
97, 15.829987525939941, 18.412342071533203 +/- 3.286618709564209, 1.1715428829193115 +/- 0.12445621192455292, 4.290450096130371 +/- 2.209451675415039, 1.0471973419189453 +/- 0.0, 0.9360120296478271 +/- 0.01509048044681549, 7.896977424621582 +/- 0.01424353662878275, 1.7076966762542725
98, 15.777963638305664, 16.01819610595703 +/- 0.49199190735816956, 1.0856480598449707 +/- 0.049264390021562576, 2.5788180828094482 +/- 0.13175153732299805, 1.0471973419189453 +/- 0.0, 0.9234282970428467 +/- 0.011359244585037231, 7.9346923828125 +/- 0.011002075858414173, 1.706946849822998
99, 16.020620346069336, 15.875280380249023 +/- 0.5195240378379822, 1.0753813982009888 +/- 0.050815992057323456, 2.538241386413574 +/- 0.1300022006034851, 1.0471973419189453 +/- 0.0, 0.9238195419311523 +/- 0.012489349581301212, 7.949120998382568 +/- 0.009287938475608826, 1.7069566249847412
100, 15.475679397583008, 15.790914535522461 +/- 0.5894503593444824, 1.0696361064910889 +/- 0.05606750771403313, 2.5225839614868164 +/- 0.15551619231700897, 1.0471973419189453 +/- 0.0, 0.924774169921875 +/- 0.012016125954687595, 7.966549873352051 +/- 0.007193986792117357, 1.707313060760498
101, 15.602716445922852, 17.579513549804688 +/- 2.140338897705078, 1.1340949535369873 +/- 0.08335705101490021, 3.8123886585235596 +/- 1.4771968126296997, 1.0471973419189453 +/- 0.0, 0.9360752701759338 +/- 0.01532769575715065, 7.976180553436279 +/- 0.015784887596964836, 1.7072386741638184
102, 15.582693099975586, 15.758411407470703 +/- 0.49822142720222473, 1.0660878419876099 +/- 0.049186915159225464, 2.5068345069885254 +/- 0.1430787593126297, 1.0471973419189453 +/- 0.0, 0.9244241118431091 +/- 0.012182271108031273, 8.018745422363281 +/- 0.00842742994427681, 1.709411382675171
103, 15.919228553771973, 16.486553192138672 +/- 1.3348052501678467, 1.0950829982757568 +/- 0.057943567633628845, 3.0631027221679688 +/- 0.9546216130256653, 1.0471973419189453 +/- 0.0, 0.933255672454834 +/- 0.013560649007558823, 8.035005569458008 +/- 0.011283133178949356, 1.7091505527496338
104, 15.211296081542969, 16.557884216308594 +/- 1.4397685527801514, 1.0972673892974854 +/- 0.06514624506235123, 3.091067314147949 +/- 0.9344051480293274, 1.0471973419189453 +/- 0.0, 0.9314749240875244 +/- 0.011808979324996471, 8.042509078979492 +/- 0.01185652706772089, 1.7069411277770996
105, 16.279014587402344, 16.47541046142578 +/- 1.1650253534317017, 1.0973124504089355 +/- 0.056944362819194794, 3.0166568756103516 +/- 0.7908238172531128, 1.0471973419189453 +/- 0.0, 0.9328489303588867 +/- 0.013498817570507526, 8.065921783447266 +/- 0.009689229540526867, 1.7066304683685303
106, 15.399127960205078, 15.706067085266113 +/- 0.4317491352558136, 1.0618540048599243 +/- 0.04328460246324539, 2.5046091079711914 +/- 0.14690934121608734, 1.0471973419189453 +/- 0.0, 0.9261983633041382 +/- 0.014684494584798813, 8.066743850708008 +/- 0.009926785714924335, 1.7069060802459717
107, 15.897862434387207, 15.613977432250977 +/- 0.5581962466239929, 1.0590345859527588 +/- 0.047080423682928085, 2.46048641204834 +/- 0.2568002939224243, 1.0471973419189453 +/- 0.0, 0.927194356918335 +/- 0.011067412793636322, 8.083318710327148 +/- 0.010249584913253784, 1.7084407806396484
108, 15.355426788330078, 15.662150382995605 +/- 0.5514786839485168, 1.061891794204712 +/- 0.04560339078307152, 2.497440814971924 +/- 0.26761144399642944, 1.0471973419189453 +/- 0.0, 0.9288716316223145 +/- 0.012345467694103718, 8.098499298095703 +/- 0.00960610806941986, 1.707723617553711
109, 16.717485427856445, 15.544746398925781 +/- 0.8335239291191101, 1.0505900382995605 +/- 0.05106207728385925, 2.4666924476623535 +/- 0.5024489760398865, 1.0471973419189453 +/- 0.0, 0.9273876547813416 +/- 0.012598665431141853, 8.116105079650879 +/- 0.005752854980528355, 1.7107174396514893
110, 14.959526062011719, 15.570778846740723 +/- 0.8435569405555725, 1.0523185729980469 +/- 0.04696367681026459, 2.510190963745117 +/- 0.5524255037307739, 1.0471973419189453 +/- 0.0, 0.9293161630630493 +/- 0.010886738076806068, 8.103719711303711 +/- 0.007059665862470865, 1.7093298435211182
111, 15.12124252319336, 16.51533317565918 +/- 1.5784035921096802, 1.0828654766082764 +/- 0.06175190210342407, 3.23012638092041 +/- 1.140133023262024, 1.0471973419189453 +/- 0.0, 0.9359595775604248 +/- 0.013041265308856964, 8.11771011352539 +/- 0.008229113183915615, 1.7105705738067627
112, 14.945202827453613, 15.382072448730469 +/- 0.46321243047714233, 1.0436937808990479 +/- 0.04585590586066246, 2.369051694869995 +/- 0.1533730924129486, 1.0471973419189453 +/- 0.0, 0.9280064702033997 +/- 0.014305821619927883, 8.149246215820312 +/- 0.007642341777682304, 1.710228681564331
113, 14.964032173156738, 15.24679946899414 +/- 0.4367287755012512, 1.0387638807296753 +/- 0.042860787361860275, 2.3014891147613525 +/- 0.11400740593671799, 1.0471973419189453 +/- 0.0, 0.9287428855895996 +/- 0.010779828764498234, 8.153176307678223 +/- 0.009905078448355198, 1.7088556289672852
114, 15.02064037322998, 15.695396423339844 +/- 0.9000040292739868, 1.0543512105941772 +/- 0.05325491726398468, 2.6466898918151855 +/- 0.5657014846801758, 1.0471973419189453 +/- 0.0, 0.9333641529083252 +/- 0.014516151510179043, 8.160350799560547 +/- 0.0093598747625947, 1.7107157707214355
115, 14.799039840698242, 15.527140617370605 +/- 0.8329440355300903, 1.0474298000335693 +/- 0.04647541791200638, 2.5319900512695312 +/- 0.5370160937309265, 1.0471973419189453 +/- 0.0, 0.9318118691444397 +/- 0.011996296234428883, 8.165997505187988 +/- 0.010204206220805645, 1.7080802917480469
116, 14.927289962768555, 15.211515426635742 +/- 0.46609005331993103, 1.033982753753662 +/- 0.04006471857428551, 2.3163247108459473 +/- 0.2057102918624878, 1.0471973419189453 +/- 0.0, 0.9297101497650146 +/- 0.013686304911971092, 8.170267105102539 +/- 0.01207511406391859, 1.710134506225586
117, 14.933685302734375, 15.288061141967773 +/- 0.7197265625, 1.0351113080978394 +/- 0.04675805941224098, 2.4050121307373047 +/- 0.4180729389190674, 1.0471973419189453 +/- 0.0, 0.9311680197715759 +/- 0.010194358415901661, 8.191036224365234 +/- 0.007501923944801092, 1.7099757194519043
118, 16.63468360900879, 15.405288696289062 +/- 0.7725418210029602, 1.0396668910980225 +/- 0.0443464070558548, 2.4766006469726562 +/- 0.5001586675643921, 1.0471973419189453 +/- 0.0, 0.9318435192108154 +/- 0.012350039556622505, 8.208946228027344 +/- 0.015123771503567696, 1.70802640914917
119, 15.74347972869873, 16.559432983398438 +/- 1.5885424613952637, 1.0788695812225342 +/- 0.058495499193668365, 3.354944944381714 +/- 1.139206051826477, 1.0471973419189453 +/- 0.0, 0.9398438930511475 +/- 0.011656648479402065, 8.16131591796875 +/- 0.015647919848561287, 1.7087438106536865
120, 15.002012252807617, 15.472914695739746 +/- 0.7802232503890991, 1.0441882610321045 +/- 0.046122100204229355, 2.525789260864258 +/- 0.4853370487689972, 1.0471973419189453 +/- 0.0, 0.933255672454834 +/- 0.012028449214994907, 8.181178092956543 +/- 0.016912203282117844, 1.7092883586883545
121, 14.848960876464844, 15.128805160522461 +/- 0.43356090784072876, 1.028396725654602 +/- 0.04207869991660118, 2.275895118713379 +/- 0.13316120207309723, 1.0471973419189453 +/- 0.0, 0.9290673732757568 +/- 0.012575040571391582, 8.199945449829102 +/- 0.011611183173954487, 1.7098908424377441
122, 14.916525840759277, 16.000965118408203 +/- 1.235100269317627, 1.0602086782455444 +/- 0.054312482476234436, 2.942854881286621 +/- 0.8519368767738342, 1.0471973419189453 +/- 0.0, 0.9372680187225342 +/- 0.01343984343111515, 8.177722930908203 +/- 0.020211098715662956, 1.708838701248169
123, 14.836822509765625, 15.167488098144531 +/- 0.5212567448616028, 1.0304045677185059 +/- 0.041462242603302, 2.330402374267578 +/- 0.2579510509967804, 1.0471973419189453 +/- 0.0, 0.9316519498825073 +/- 0.012016966007649899, 8.205814361572266 +/- 0.006147804670035839, 1.7089526653289795
124, 15.023332595825195, 15.098489761352539 +/- 0.6428592205047607, 1.025697946548462 +/- 0.04141068458557129, 2.3153607845306396 +/- 0.3852170705795288, 1.0471973419189453 +/- 0.0, 0.9318063259124756 +/- 0.009572740644216537, 8.207794189453125 +/- 0.009757098741829395, 1.7090458869934082
125, 16.7028865814209, 15.246891021728516 +/- 0.6552932858467102, 1.0319536924362183 +/- 0.045639146119356155, 2.4103646278381348 +/- 0.37171491980552673, 1.0471973419189453 +/- 0.0, 0.9334430694580078 +/- 0.01249445229768753, 8.233585357666016 +/- 0.007311023771762848, 1.7090814113616943
126, 14.964404106140137, 15.371068954467773 +/- 0.8284510374069214, 1.0355312824249268 +/- 0.0469091534614563, 2.506585121154785 +/- 0.5274055004119873, 1.0471973419189453 +/- 0.0, 0.9340362548828125 +/- 0.013594013638794422, 8.222280502319336 +/- 0.011793212033808231, 1.7093002796173096
127, 15.294401168823242, 15.325026512145996 +/- 1.2262566089630127, 1.0291348695755005 +/- 0.0524543821811676, 2.5306243896484375 +/- 0.8531774282455444, 1.0471973419189453 +/- 0.0, 0.9339586496353149 +/- 0.011506522074341774, 8.214668273925781 +/- 0.006847323849797249, 1.7086057662963867
128, 14.864376068115234, 15.574949264526367 +/- 1.1560338735580444, 1.0397555828094482 +/- 0.05336051061749458, 2.683600902557373 +/- 0.8112838864326477, 1.0471973419189453 +/- 0.0, 0.9353567361831665 +/- 0.014556323178112507, 8.218914031982422 +/- 0.013322213664650917, 1.706904411315918
129, 14.809869766235352, 15.236316680908203 +/- 0.5377160906791687, 1.0295658111572266 +/- 0.041288815438747406, 2.425312042236328 +/- 0.32863649725914, 1.0471973419189453 +/- 0.0, 0.9338725209236145 +/- 0.013578507117927074, 8.238500595092773 +/- 0.009953176602721214, 1.7085609436035156
130, 14.871676445007324, 15.060040473937988 +/- 0.5279138684272766, 1.0216331481933594 +/- 0.041480787098407745, 2.311906576156616 +/- 0.2468067854642868, 1.0471973419189453 +/- 0.0, 0.9323855042457581 +/- 0.012773370370268822, 8.233262062072754 +/- 0.009289247915148735, 1.7073419094085693
131, 14.681388854980469, 15.108159065246582 +/- 0.6715536713600159, 1.0239977836608887 +/- 0.04341481253504753, 2.356581211090088 +/- 0.42332932353019714, 1.0471973419189453 +/- 0.0, 0.9340211153030396 +/- 0.012876399792730808, 8.238799095153809 +/- 0.00968578178435564, 1.7076468467712402
132, 14.747329711914062, 14.778100967407227 +/- 0.37465596199035645, 1.0078060626983643 +/- 0.036063019186258316, 2.150672435760498 +/- 0.1198180541396141, 1.0471973419189453 +/- 0.0, 0.9310927987098694 +/- 0.010522603988647461, 8.253900527954102 +/- 0.007922576740384102, 1.7093045711517334
133, 14.582287788391113, 15.241172790527344 +/- 0.9208786487579346, 1.0241100788116455 +/- 0.04791906476020813, 2.50429105758667 +/- 0.6181442737579346, 1.0471973419189453 +/- 0.0, 0.9357596635818481 +/- 0.01400763913989067, 8.253908157348633 +/- 0.019579164683818817, 1.7099573612213135
134, 14.672355651855469, 14.989030838012695 +/- 0.8104516863822937, 1.0139596462249756 +/- 0.04442720487713814, 2.343290328979492 +/- 0.5357407927513123, 1.0471973419189453 +/- 0.0, 0.9345942735671997 +/- 0.011998282745480537, 8.255834579467773 +/- 0.016146747395396233, 1.7090048789978027
135, 14.354545593261719, 14.903669357299805 +/- 0.6700391173362732, 1.0109268426895142 +/- 0.039592087268829346, 2.2738828659057617 +/- 0.42443984746932983, 1.0471973419189453 +/- 0.0, 0.933478832244873 +/- 0.011931661516427994, 8.255096435546875 +/- 0.014018744230270386, 1.709280014038086
136, 14.790489196777344, 15.400275230407715 +/- 1.367845058441162, 1.024632215499878 +/- 0.05512363836169243, 2.6691431999206543 +/- 0.974855899810791, 1.0471973419189453 +/- 0.0, 0.9365779757499695 +/- 0.01355251669883728, 8.256829261779785 +/- 0.006748351268470287, 1.7092764377593994
137, 14.480079650878906, 15.367027282714844 +/- 1.113287329673767, 1.0273969173431396 +/- 0.050335220992565155, 2.616703510284424 +/- 0.8148394227027893, 1.0471973419189453 +/- 0.0, 0.9369230270385742 +/- 0.013531621545553207, 8.240692138671875 +/- 0.014836542308330536, 1.7096219062805176
138, 14.582578659057617, 15.407864570617676 +/- 0.9045097827911377, 1.0298019647598267 +/- 0.043701522052288055, 2.659745454788208 +/- 0.6226601004600525, 1.0471973419189453 +/- 0.0, 0.9384999871253967 +/- 0.01235277857631445, 8.226463317871094 +/- 0.014117637649178505, 1.7085647583007812
139, 14.374595642089844, 14.791223526000977 +/- 0.4603217542171478, 1.0062611103057861 +/- 0.041902292519807816, 2.189304828643799 +/- 0.14967016875743866, 1.0471973419189453 +/- 0.0, 0.9323066473007202 +/- 0.01209873054176569, 8.26572322845459 +/- 0.008668484166264534, 1.7077453136444092
140, 14.867305755615234, 14.742461204528809 +/- 0.5335658192634583, 1.0018237829208374 +/- 0.03860732167959213, 2.195803165435791 +/- 0.31428447365760803, 1.0471973419189453 +/- 0.0, 0.9328089952468872 +/- 0.010782262310385704, 8.261331558227539 +/- 0.012430249713361263, 1.7089283466339111
141, 14.686596870422363, 15.573135375976562 +/- 1.1487878561019897, 1.033178687095642 +/- 0.047184236347675323, 2.804274082183838 +/- 0.8339943885803223, 1.0471973419189453 +/- 0.0, 0.9399348497390747 +/- 0.011837591417133808, 8.249114990234375 +/- 0.012035812251269817, 1.7095887660980225
142, 14.396328926086426, 14.686647415161133 +/- 0.4916493594646454, 1.000784158706665 +/- 0.04132542014122009, 2.1518146991729736 +/- 0.18438608944416046, 1.0471973419189453 +/- 0.0, 0.9330908060073853 +/- 0.011080445721745491, 8.268118858337402 +/- 0.010484885424375534, 1.70916748046875
143, 14.427177429199219, 14.635862350463867 +/- 0.41817304491996765, 0.9969151616096497 +/- 0.03701320290565491, 2.141796350479126 +/- 0.15471328794956207, 1.0471973419189453 +/- 0.0, 0.9330282211303711 +/- 0.01023850217461586, 8.26363754272461 +/- 0.00863130297511816, 1.709127426147461
144, 14.65794563293457, 15.18058967590332 +/- 1.3114491701126099, 1.0147218704223633 +/- 0.051587071269750595, 2.5664830207824707 +/- 0.9583663940429688, 1.0471973419189453 +/- 0.0, 0.9377256631851196 +/- 0.013015485368669033, 8.248552322387695 +/- 0.013518852181732655, 1.70851731300354
145, 14.254134178161621, 14.948659896850586 +/- 0.7488032579421997, 1.007693886756897 +/- 0.044339071959257126, 2.383152723312378 +/- 0.4811783730983734, 1.0471973419189453 +/- 0.0, 0.9358633160591125 +/- 0.011994272470474243, 8.25131607055664 +/- 0.009988807141780853, 1.7090606689453125
146, 14.492270469665527, 14.845054626464844 +/- 0.5925517082214355, 1.004124402999878 +/- 0.04082421958446503, 2.2999863624572754 +/- 0.3582454323768616, 1.0471973419189453 +/- 0.0, 0.935459554195404 +/- 0.01386967021971941, 8.272164344787598 +/- 0.010111594572663307, 1.7087855339050293
147, 15.624313354492188, 15.153230667114258 +/- 1.0260449647903442, 1.013157606124878 +/- 0.04498422518372536, 2.5512747764587402 +/- 0.7261924743652344, 1.0471973419189453 +/- 0.0, 0.9371771216392517 +/- 0.012242991477251053, 8.242877960205078 +/- 0.021351749077439308, 1.7099690437316895
148, 15.945805549621582, 14.865129470825195 +/- 0.9173442125320435, 1.00410795211792 +/- 0.04658389091491699, 2.3331778049468994 +/- 0.6155527234077454, 1.0471973419189453 +/- 0.0, 0.9359551668167114 +/- 0.012040164321660995, 8.264805793762207 +/- 0.014354877173900604, 1.7085955142974854
149, 15.393407821655273, 14.870596885681152 +/- 0.916632354259491, 1.0019084215164185 +/- 0.04488208144903183, 2.3439793586730957 +/- 0.6521487832069397, 1.0471973419189453 +/- 0.0, 0.9350213408470154 +/- 0.012785493396222591, 8.275856018066406 +/- 0.01273585855960846, 1.7093207836151123
150, 14.547054290771484, 14.57059097290039 +/- 0.5301946401596069, 0.9917038679122925 +/- 0.04249962791800499, 2.135375499725342 +/- 0.241042360663414, 1.0471973419189453 +/- 0.0, 0.9342072010040283 +/- 0.01227364968508482, 8.28097152709961 +/- 0.015312467701733112, 1.7103283405303955
151, 14.58200740814209, 15.356968879699707 +/- 1.128301739692688, 1.017634391784668 +/- 0.047159068286418915, 2.7420077323913574 +/- 0.8102558255195618, 1.0471973419189453 +/- 0.0, 0.9401089549064636 +/- 0.013576820492744446, 8.245960235595703 +/- 0.017818372696638107, 1.708700180053711
152, 14.542251586914062, 14.788860321044922 +/- 0.7504330277442932, 0.9998981356620789 +/- 0.04316532239317894, 2.2905755043029785 +/- 0.4768836498260498, 1.0471973419189453 +/- 0.0, 0.9353061318397522 +/- 0.013393932022154331, 8.251335144042969 +/- 0.01905631087720394, 1.7102539539337158
153, 14.849823951721191, 14.722957611083984 +/- 0.9502491354942322, 0.9941605925559998 +/- 0.04508806765079498, 2.292311668395996 +/- 0.6619042754173279, 1.0471973419189453 +/- 0.0, 0.9357537627220154 +/- 0.0111510269343853, 8.255390167236328 +/- 0.008981224149465561, 1.710087537765503
154, 16.757640838623047, 14.770709037780762 +/- 0.7766133546829224, 0.9971518516540527 +/- 0.04191473498940468, 2.3033695220947266 +/- 0.5145927667617798, 1.0471973419189453 +/- 0.0, 0.9356003999710083 +/- 0.011998051777482033, 8.266778945922852 +/- 0.014232633635401726, 1.7100062370300293
155, 14.616121292114258, 15.171958923339844 +/- 0.8286510705947876, 1.0119194984436035 +/- 0.03930601105093956, 2.6100735664367676 +/- 0.5723223686218262, 1.0471973419189453 +/- 0.0, 0.9397022724151611 +/- 0.011774391867220402, 8.260982513427734 +/- 0.012914646416902542, 1.70904541015625
156, 14.042139053344727, 14.457204818725586 +/- 0.43332090973854065, 0.9857736825942993 +/- 0.03995760157704353, 2.0763983726501465 +/- 0.11468347162008286, 1.0471973419189453 +/- 0.0, 0.933580219745636 +/- 0.012079400941729546, 8.26928424835205 +/- 0.016453806310892105, 1.7090733051300049
