Epoch, Accuracy, Overall Loss, RMSE, Maximal Error, Min distance Branch Points, C0-norm, Eigenvalue, Time (s)
88, 18.07303237915039, 18.637590408325195 +/- 1.14919114112854, 1.3331315517425537 +/- 0.10040230304002762, 4.3070573806762695 +/- 0.34896302223205566, 1.2869491577148438 +/- 0.001528274267911911, 0.9047158360481262 +/- 0.017982060089707375, 14.617870330810547 +/- 0.0334186889231205, 1.0181388854980469
89, 17.730504989624023, 18.38588523864746 +/- 1.2099554538726807, 1.3203866481781006 +/- 0.09696751832962036, 4.222957611083984 +/- 0.4517497718334198, 1.2939636707305908 +/- 0.0014641248853877187, 0.906488299369812 +/- 0.018576815724372864, 14.54412841796875 +/- 0.02506505325436592, 1.0198698043823242
90, 17.388042449951172, 18.00981330871582 +/- 1.045074224472046, 1.3031495809555054 +/- 0.08749692142009735, 4.076377868652344 +/- 0.3811003863811493, 1.2955623865127563 +/- 0.0027873327489942312, 0.9090579152107239 +/- 0.016317034140229225, 14.515499114990234 +/- 0.018913384526968002, 1.0198211669921875
91, 17.486736297607422, 17.669055938720703 +/- 0.9865656495094299, 1.2838586568832397 +/- 0.08689883351325989, 3.8970885276794434 +/- 0.24719718098640442, 1.2790725231170654 +/- 0.005411360412836075, 0.9084981083869934 +/- 0.01606634072959423, 14.4454345703125 +/- 0.019242851063609123, 1.0192480087280273
92, 17.47019386291504, 17.488155364990234 +/- 0.9088786244392395, 1.2720359563827515 +/- 0.08039193600416183, 3.85162353515625 +/- 0.2735846936702728, 1.262851595878601 +/- 0.0053464872762560844, 0.9108678102493286 +/- 0.015730882063508034, 14.376629829406738 +/- 0.016882622614502907, 1.0193886756896973
93, 17.013513565063477, 17.804109573364258 +/- 1.3698736429214478, 1.284083604812622 +/- 0.09592801332473755, 4.059088706970215 +/- 0.6037853360176086, 1.247714877128601 +/- 0.00333349104039371, 0.9145315885543823 +/- 0.021718313917517662, 14.293858528137207 +/- 0.042345497757196426, 1.018721103668213
94, 16.74712562561035, 17.08928680419922 +/- 0.7573481202125549, 1.2451770305633545 +/- 0.07097607851028442, 3.6765007972717285 +/- 0.1986490935087204, 1.2362706661224365 +/- 0.003113020909950137, 0.9114700555801392 +/- 0.01582496613264084, 14.299860954284668 +/- 0.027112243697047234, 1.0184080600738525
95, 16.751949310302734, 17.381166458129883 +/- 1.296215295791626, 1.2576128244400024 +/- 0.09045857936143875, 3.861185073852539 +/- 0.6084938049316406, 1.2248711585998535 +/- 0.0032155709341168404, 0.9151400327682495 +/- 0.020759843289852142, 14.236649513244629 +/- 0.07318932563066483, 1.0190768241882324
96, 19.217872619628906, 16.886856079101562 +/- 0.8754251599311829, 1.2311360836029053 +/- 0.07770994305610657, 3.590613603591919 +/- 0.29280492663383484, 1.2115154266357422 +/- 0.0043762619607150555, 0.9138867855072021 +/- 0.016026102006435394, 14.196884155273438 +/- 0.029504815116524696, 1.018617868423462
97, 16.304473876953125, 17.25899887084961 +/- 1.3407995700836182, 1.2402629852294922 +/- 0.08869309723377228, 3.857926607131958 +/- 0.6481860876083374, 1.1979466676712036 +/- 0.00342881353572011, 0.9162708520889282 +/- 0.019556427374482155, 14.074604034423828 +/- 0.033500585705041885, 1.0187337398529053
98, 16.385040283203125, 17.164175033569336 +/- 1.0940804481506348, 1.2344295978546143 +/- 0.07640842348337173, 3.805217742919922 +/- 0.5409408807754517, 1.186577558517456 +/- 0.002893984317779541, 0.9183189868927002 +/- 0.022436711937189102, 13.96699047088623 +/- 0.09419815987348557, 1.0189290046691895
99, 17.967363357543945, 16.760761260986328 +/- 0.7674974799156189, 1.2113195657730103 +/- 0.06639967113733292, 3.5800700187683105 +/- 0.2682573199272156, 1.1761099100112915 +/- 0.0027546025812625885, 0.9165388345718384 +/- 0.019012384116649628, 13.895599365234375 +/- 0.020708661526441574, 1.0184462070465088
100, 16.384403228759766, 16.842899322509766 +/- 0.8872193098068237, 1.213120698928833 +/- 0.07270410656929016, 3.6516213417053223 +/- 0.4050193428993225, 1.1665071249008179 +/- 0.0028883367776870728, 0.9189654588699341 +/- 0.017850087955594063, 13.852607727050781 +/- 0.03588569164276123, 1.0191686153411865
101, 16.125810623168945, 16.956024169921875 +/- 0.9509924054145813, 1.2127866744995117 +/- 0.07112429291009903, 3.737398147583008 +/- 0.4662533402442932, 1.1595802307128906 +/- 0.0026476585771888494, 0.9195802807807922 +/- 0.02112695388495922, 13.761852264404297 +/- 0.03304270654916763, 1.0191740989685059
102, 15.828994750976562, 16.437185287475586 +/- 0.706352949142456, 1.1879583597183228 +/- 0.061366770416498184, 3.4251484870910645 +/- 0.2248336225748062, 1.1501215696334839 +/- 0.002972352085635066, 0.9181379675865173 +/- 0.015172241255640984, 13.742013931274414 +/- 0.032708071172237396, 1.0180091857910156
103, 16.34309959411621, 16.683931350708008 +/- 0.8903824090957642, 1.1951358318328857 +/- 0.07081258296966553, 3.5859477519989014 +/- 0.4414198696613312, 1.1438237428665161 +/- 0.001425165799446404, 0.920164942741394 +/- 0.020569350570440292, 13.640522003173828 +/- 0.07274523377418518, 1.0187554359436035
104, 16.400157928466797, 16.518798828125 +/- 0.732231080532074, 1.1848196983337402 +/- 0.06281429529190063, 3.476003408432007 +/- 0.3103313446044922, 1.135922908782959 +/- 0.0027341691311448812, 0.9196338057518005 +/- 0.021344369277358055, 13.530875205993652 +/- 0.018017251044511795, 1.0189168453216553
105, 16.003463745117188, 16.653488159179688 +/- 0.9649248719215393, 1.185673475265503 +/- 0.06433747708797455, 3.586338996887207 +/- 0.5025799870491028, 1.1286282539367676 +/- 0.001409904332831502, 0.9212796688079834 +/- 0.02300022728741169, 13.414169311523438 +/- 0.03648301959037781, 1.017148494720459
106, 15.819812774658203, 16.36400032043457 +/- 0.7822737097740173, 1.1745128631591797 +/- 0.06509673595428467, 3.3940768241882324 +/- 0.3396686017513275, 1.122982144355774 +/- 0.002292412333190441, 0.9211599826812744 +/- 0.019386839121580124, 13.382715225219727 +/- 0.034635987132787704, 1.0183238983154297
107, 15.608307838439941, 16.16815757751465 +/- 0.6680145859718323, 1.161497950553894 +/- 0.05619579181075096, 3.2845678329467773 +/- 0.28373414278030396, 1.1144510507583618 +/- 0.001917826826684177, 0.9206666946411133 +/- 0.0173685010522604, 13.370946884155273 +/- 0.015546984039247036, 1.0191807746887207
108, 15.726351737976074, 16.307994842529297 +/- 0.7854758501052856, 1.1674399375915527 +/- 0.05680394917726517, 3.359236240386963 +/- 0.37462374567985535, 1.1083933115005493 +/- 0.0011324568185955286, 0.9227988719940186 +/- 0.01933223381638527, 13.32295036315918 +/- 0.05242117866873741, 1.0199573040008545
109, 15.686630249023438, 16.28081512451172 +/- 0.8683201670646667, 1.1630234718322754 +/- 0.0642974004149437, 3.359165906906128 +/- 0.44347822666168213, 1.1042473316192627 +/- 0.0010299429995939136, 0.9231164455413818 +/- 0.01921800710260868, 13.267279624938965 +/- 0.048578713089227676, 1.018294334411621
110, 15.882721900939941, 16.07586669921875 +/- 0.7238339781761169, 1.1526329517364502 +/- 0.05715320259332657, 3.2320046424865723 +/- 0.2835330367088318, 1.1014535427093506 +/- 0.001338029047474265, 0.9220308065414429 +/- 0.017577726393938065, 13.248941421508789 +/- 0.026171846315264702, 1.0187370777130127
111, 15.670815467834473, 16.14094352722168 +/- 0.9188556671142578, 1.1536493301391602 +/- 0.06861560791730881, 3.269780158996582 +/- 0.40456828474998474, 1.0962378978729248 +/- 0.0017337123863399029, 0.9228317141532898 +/- 0.017691871151328087, 13.171542167663574 +/- 0.018765144050121307, 1.0170819759368896
112, 15.534120559692383, 15.93116283416748 +/- 0.7059003710746765, 1.1447855234146118 +/- 0.06169518083333969, 3.122312545776367 +/- 0.22987455129623413, 1.0906246900558472 +/- 0.001368507044389844, 0.923120379447937 +/- 0.01730939745903015, 13.166741371154785 +/- 0.05022318288683891, 1.0188310146331787
113, 17.330392837524414, 15.891843795776367 +/- 0.7147519588470459, 1.1403459310531616 +/- 0.0558156780898571, 3.108851671218872 +/- 0.3048776686191559, 1.0856986045837402 +/- 0.001022959011606872, 0.9239280223846436 +/- 0.017893794924020767, 13.072336196899414 +/- 0.030765969306230545, 1.0180187225341797
114, 16.184120178222656, 15.854251861572266 +/- 0.6809758543968201, 1.1363694667816162 +/- 0.05553893372416496, 3.1075267791748047 +/- 0.29261699318885803, 1.0835223197937012 +/- 0.0005108712939545512, 0.9241208434104919 +/- 0.015975521877408028, 12.99626636505127 +/- 0.0113736717030406, 1.0172650814056396
115, 15.405674934387207, 15.798633575439453 +/- 0.7003129124641418, 1.1330491304397583 +/- 0.05829794704914093, 3.0630249977111816 +/- 0.23881293833255768, 1.0810669660568237 +/- 0.0011368612758815289, 0.923738956451416 +/- 0.016446558758616447, 12.974202156066895 +/- 0.019097495824098587, 1.0176708698272705
116, 15.866535186767578, 15.863176345825195 +/- 0.73734050989151, 1.1346266269683838 +/- 0.06288991868495941, 3.0918195247650146 +/- 0.2843524217605591, 1.077761173248291 +/- 0.0006209657294675708, 0.9240949153900146 +/- 0.017991317436099052, 12.906023025512695 +/- 0.027332453057169914, 1.01786208152771
117, 15.435776710510254, 15.88625431060791 +/- 0.6957338452339172, 1.1332296133041382 +/- 0.05715601518750191, 3.132732391357422 +/- 0.3045215606689453, 1.0760915279388428 +/- 0.0006757797673344612, 0.925678014755249 +/- 0.020504381507635117, 12.859651565551758 +/- 0.018144255504012108, 1.01814603805542
118, 15.367530822753906, 15.82937240600586 +/- 0.7905182838439941, 1.1295547485351562 +/- 0.06521766632795334, 3.091599941253662 +/- 0.34333768486976624, 1.074047327041626 +/- 0.00035090534947812557, 0.9250583648681641 +/- 0.020287849009037018, 12.803445816040039 +/- 0.040246594697237015, 1.0198249816894531
119, 15.715755462646484, 15.780243873596191 +/- 0.7781704068183899, 1.1272963285446167 +/- 0.061970315873622894, 3.072864532470703 +/- 0.3273268938064575, 1.0723881721496582 +/- 0.0010646877344697714, 0.9256842136383057 +/- 0.017985228449106216, 12.754049301147461 +/- 0.0210441704839468, 1.018751859664917
120, 15.168081283569336, 15.755254745483398 +/- 0.7797992825508118, 1.1248893737792969 +/- 0.06141585111618042, 3.0550975799560547 +/- 0.33934351801872253, 1.0707350969314575 +/- 0.0004687935288529843, 0.9253324270248413 +/- 0.018330616876482964, 12.729560852050781 +/- 0.03258645907044411, 1.0199377536773682
121, 15.298890113830566, 15.695313453674316 +/- 0.7419779896736145, 1.121485710144043 +/- 0.06398076564073563, 3.0228347778320312 +/- 0.25447988510131836, 1.069277048110962 +/- 0.0009781260741874576, 0.9253371953964233 +/- 0.017556985840201378, 12.705279350280762 +/- 0.018957188352942467, 1.0177481174468994
122, 15.644725799560547, 15.636990547180176 +/- 0.7228147983551025, 1.1184343099594116 +/- 0.06096509471535683, 2.9830808639526367 +/- 0.21811945736408234, 1.0672502517700195 +/- 0.00031401097658090293, 0.9256130456924438 +/- 0.018445231020450592, 12.66053581237793 +/- 0.015145359560847282, 1.017547607421875
123, 16.45197868347168, 15.723921775817871 +/- 0.899415910243988, 1.1213089227676392 +/- 0.06466155499219894, 3.0537726879119873 +/- 0.4151896834373474, 1.0653305053710938 +/- 0.0008330557611770928, 0.9270257949829102 +/- 0.01733270287513733, 12.624990463256836 +/- 0.024167781695723534, 1.017162799835205
124, 15.494644165039062, 15.766481399536133 +/- 0.9093246459960938, 1.1180474758148193 +/- 0.06995619088411331, 3.08027720451355 +/- 0.3722967505455017, 1.0637524127960205 +/- 0.00037030622479505837, 0.9256867170333862 +/- 0.022097505629062653, 12.506124496459961 +/- 0.02424393966794014, 1.018244743347168
125, 15.069574356079102, 15.526104927062988 +/- 0.6819213628768921, 1.1090418100357056 +/- 0.05995066463947296, 2.936659812927246 +/- 0.26725342869758606, 1.062286376953125 +/- 0.00023032340686768293, 0.9260483980178833 +/- 0.019491367042064667, 12.540409088134766 +/- 0.02334897592663765, 1.0183992385864258
126, 15.197694778442383, 15.657478332519531 +/- 0.7545255422592163, 1.1152441501617432 +/- 0.06143544986844063, 3.021939754486084 +/- 0.2840043008327484, 1.0615314245224 +/- 0.0003926053177565336, 0.9272940754890442 +/- 0.018819155171513557, 12.499545097351074 +/- 0.027737921103835106, 1.017866611480713
127, 16.106197357177734, 15.595209121704102 +/- 0.7920395731925964, 1.1097931861877441 +/- 0.0598473846912384, 2.980149745941162 +/- 0.3480852246284485, 1.059943675994873 +/- 0.0004479004710447043, 0.9261225461959839 +/- 0.020469922572374344, 12.452924728393555 +/- 0.026639467105269432, 1.0188353061676025
128, 15.843642234802246, 15.444791793823242 +/- 0.7248319983482361, 1.1046481132507324 +/- 0.06012081354856491, 2.8907389640808105 +/- 0.243960902094841, 1.0586068630218506 +/- 0.0009762851404957473, 0.926604688167572 +/- 0.017508119344711304, 12.411880493164062 +/- 0.021340204402804375, 1.0190694332122803
129, 15.485652923583984, 15.59481430053711 +/- 0.7985663414001465, 1.1087121963500977 +/- 0.06325020641088486, 2.9886879920959473 +/- 0.3520011305809021, 1.0566821098327637 +/- 0.0005626787315122783, 0.9275352358818054 +/- 0.02072267420589924, 12.386670112609863 +/- 0.031757935881614685, 1.0179243087768555
130, 15.170406341552734, 15.463851928710938 +/- 0.7617499828338623, 1.102354884147644 +/- 0.05934683233499527, 2.9142940044403076 +/- 0.30404847860336304, 1.0561779737472534 +/- 0.0004178925009910017, 0.9263629913330078 +/- 0.017168652266263962, 12.338966369628906 +/- 0.014911601319909096, 1.0201005935668945
131, 15.03546142578125, 15.322247505187988 +/- 0.803747296333313, 1.095815658569336 +/- 0.06486078351736069, 2.8498282432556152 +/- 0.3164204955101013, 1.0564711093902588 +/- 0.0001663704024394974, 0.9265056848526001 +/- 0.014757760800421238, 12.331787109375 +/- 0.013021215796470642, 1.0185792446136475
132, 15.487524032592773, 15.424555778503418 +/- 0.8013315200805664, 1.1007087230682373 +/- 0.062472641468048096, 2.9084534645080566 +/- 0.31726282835006714, 1.0573337078094482 +/- 0.0007189431344158947, 0.9274429082870483 +/- 0.018955375999212265, 12.3052978515625 +/- 0.018431711941957474, 1.0186662673950195
133, 14.934978485107422, 15.515388488769531 +/- 0.7689694762229919, 1.1016145944595337 +/- 0.06160837411880493, 2.9894957542419434 +/- 0.3678426444530487, 1.0576837062835693 +/- 0.00039347130223177373, 0.9276635646820068 +/- 0.02053752727806568, 12.240828514099121 +/- 0.028368551284074783, 1.016366958618164
134, 14.99919319152832, 15.387796401977539 +/- 0.6992865204811096, 1.09443998336792 +/- 0.0593319870531559, 2.9112701416015625 +/- 0.27312883734703064, 1.0570688247680664 +/- 0.0004994995542801917, 0.9263996481895447 +/- 0.020504480227828026, 12.19239616394043 +/- 0.02425834722816944, 1.0179224014282227
135, 14.866103172302246, 15.232927322387695 +/- 0.6544733047485352, 1.0893406867980957 +/- 0.05552448332309723, 2.827120304107666 +/- 0.24203813076019287, 1.0554118156433105 +/- 0.0003541156474966556, 0.9275982975959778 +/- 0.0169737059623003, 12.202398300170898 +/- 0.0185770932585001, 1.0189480781555176
136, 14.754410743713379, 15.35680103302002 +/- 0.6817507147789001, 1.0926308631896973 +/- 0.05194414034485817, 2.9073197841644287 +/- 0.30944207310676575, 1.0556719303131104 +/- 0.00031155714532360435, 0.927562415599823 +/- 0.02019747719168663, 12.176462173461914 +/- 0.031088078394532204, 1.0185179710388184
137, 14.748432159423828, 15.165718078613281 +/- 0.6890210509300232, 1.0866200923919678 +/- 0.06074656546115875, 2.7852492332458496 +/- 0.19744907319545746, 1.0560853481292725 +/- 0.00014289053797256202, 0.9271141290664673 +/- 0.016771333292126656, 12.155574798583984 +/- 0.020975111052393913, 1.0189898014068604
138, 17.279884338378906, 15.25536060333252 +/- 0.7922574877738953, 1.0894675254821777 +/- 0.06188681349158287, 2.8656182289123535 +/- 0.3235197961330414, 1.0572540760040283 +/- 0.0006890054210089147, 0.9277186393737793 +/- 0.01595338061451912, 12.090303421020508 +/- 0.02673330157995224, 1.0194475650787354
139, 14.817556381225586, 15.208709716796875 +/- 0.6793351769447327, 1.0853363275527954 +/- 0.05473795160651207, 2.8475255966186523 +/- 0.30719348788261414, 1.057286024093628 +/- 0.00029229585197754204, 0.9274278879165649 +/- 0.018494993448257446, 12.086614608764648 +/- 0.016847632825374603, 1.018002986907959
140, 15.22863483428955, 15.154914855957031 +/- 0.6794149875640869, 1.0818978548049927 +/- 0.05499735474586487, 2.8268959522247314 +/- 0.276356965303421, 1.0564329624176025 +/- 0.0003672380407806486, 0.9278538227081299 +/- 0.018956707790493965, 12.07990837097168 +/- 0.026024915277957916, 1.0183742046356201
141, 14.574743270874023, 15.132089614868164 +/- 0.6528893709182739, 1.0799740552902222 +/- 0.05456527695059776, 2.8303661346435547 +/- 0.2605527639389038, 1.0563311576843262 +/- 0.000347263237927109, 0.9276816844940186 +/- 0.01603592559695244, 12.025019645690918 +/- 0.03135822340846062, 1.0187954902648926
142, 14.73623275756836, 15.147065162658691 +/- 0.6561279892921448, 1.079783320426941 +/- 0.053402259945869446, 2.849905014038086 +/- 0.2837344706058502, 1.0567748546600342 +/- 0.0008474877686239779, 0.928352952003479 +/- 0.018884332850575447, 12.025083541870117 +/- 0.023769376799464226, 1.018890380859375
143, 14.833900451660156, 15.14993667602539 +/- 0.7813529372215271, 1.0801382064819336 +/- 0.06001304090023041, 2.877394199371338 +/- 0.35891440510749817, 1.0598682165145874 +/- 0.0005082348943687975, 0.92849200963974 +/- 0.01728731580078602, 11.980581283569336 +/- 0.023774005472660065, 1.0181190967559814
144, 14.757368087768555, 14.979940414428711 +/- 0.6668633222579956, 1.0732948780059814 +/- 0.056660428643226624, 2.7648844718933105 +/- 0.21210716664791107, 1.0594233274459839 +/- 0.0003708454896695912, 0.9277190566062927 +/- 0.016371365636587143, 11.975892066955566 +/- 0.016460508108139038, 1.0193748474121094
145, 14.664033889770508, 15.032644271850586 +/- 0.6902883052825928, 1.074692726135254 +/- 0.05791155993938446, 2.8143906593322754 +/- 0.2629165053367615, 1.060808777809143 +/- 0.0005353488377295434, 0.9283345937728882 +/- 0.018427187576889992, 11.956628799438477 +/- 0.014886399731040001, 1.0191583633422852
146, 15.06342601776123, 14.94736099243164 +/- 0.6287127733230591, 1.068387508392334 +/- 0.0558585487306118, 2.779115676879883 +/- 0.23029004037380219, 1.0607234239578247 +/- 0.00027632442652247846, 0.9274657964706421 +/- 0.018416017293930054, 11.943735122680664 +/- 0.012730509042739868, 1.0195424556732178
147, 14.538888931274414, 14.979524612426758 +/- 0.6923011541366577, 1.069793701171875 +/- 0.05634688213467598, 2.8185224533081055 +/- 0.26605626940727234, 1.0628548860549927 +/- 0.0008932976634241641, 0.9282922148704529 +/- 0.019594181329011917, 11.911955833435059 +/- 0.019689127802848816, 1.0179405212402344
